[2026-04-07 14:11:58] Pre-building release binaries...
    Finished `release` profile [optimized] target(s) in 0.31s
[2026-04-07 14:11:59] === AlphaZero Loop Start (branch=rtx5090-4, run_dir=runs/rtx5090-4, iteration=1, games=3000x1gpu, sims=512+0/iter, max=512, min_chain=0, threads=1024) ===
[2026-04-07 14:11:59] --- Iteration 1 (sims=512, global_step=0) ---
[2026-04-07 14:11:59] Self-play start (m=24, c_visit=50.0, num_gpus=1, games_per_gpu=3000, total=3000)
[gpu0]     Finished `release` profile [optimized] target(s) in 0.30s
[gpu0]      Running `target/release/self-play --games 3000 --simulations 512 --c-puct-init 1.5 --c-puct-base 19652.0 --m 24 --c-visit 50.0 --gamma 0.95 --min-chain 0 --threads 1024 --batch-size 4096 --num-leaves 1 --model-path runs/rtx5090-4/artifacts/puyo_model --cols 6 --rows 14 --num-colors 4 --residual-channels 256 --num-blocks 6 --policy-conv-channels 2 --value-conv-channels 1 --value-hidden 256 --film-hidden 256 --output runs/rtx5090-4/data/alphazero_iter_1_gpu0.bin`
[gpu0] games=3000, simulations=512, c_puct_init=1.5, c_puct_base=19652, m=24, c_visit=50, gamma=0.95, num_leaves=1, min_chain=0
[gpu0] Game config: cols=6, rows=14, num_colors=4, residual_channels=256, num_blocks=6, policy_conv_ch=2, value_conv_ch=1, value_hidden=256, film_hidden=256
[gpu0] Backend: Cuda (GPU) — Gumbel MCTS self-play (batched)
[gpu0] Failed to load model from runs/rtx5090-4/artifacts/puyo_model: FileNotFound("No such file or directory (os error 2)"). Initializing random weights
[gpu0] Using 1024 game threads, max_batch_size=4096
[gpu0] [1876/3000] samples:  93800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3582 | 0.84 games/s | ETA: 1345s
[gpu0] [1877/3000] samples:  93850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2760/3582 | 0.84 games/s | ETA: 1343s
[gpu0] [1878/3000] samples:  93900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3582 | 0.84 games/s | ETA: 1341s
[gpu0] [1879/3000] samples:  93950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4640/3583 | 0.84 games/s | ETA: 1339s
[gpu0] [1880/3000] samples:  94000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4060/3583 | 0.84 games/s | ETA: 1337s
[gpu0] [1881/3000] samples:  94050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4010/3583 | 0.84 games/s | ETA: 1335s
[gpu0] [1882/3000] samples:  94100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2420/3583 | 0.84 games/s | ETA: 1333s
[gpu0] [1883/3000] samples:  94150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3080/3582 | 0.84 games/s | ETA: 1332s
[gpu0] [1884/3000] samples:  94200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4130/3583 | 0.84 games/s | ETA: 1330s
[gpu0] [1885/3000] samples:  94250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4260/3583 | 0.84 games/s | ETA: 1328s
[gpu0] [1886/3000] samples:  94300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3160/3583 | 0.84 games/s | ETA: 1326s
[gpu0] [1887/3000] samples:  94350 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5400/3584 | 0.84 games/s | ETA: 1324s
[gpu0] [1888/3000] samples:  94400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3400/3584 | 0.84 games/s | ETA: 1322s
[gpu0] [1889/3000] samples:  94450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2360/3583 | 0.84 games/s | ETA: 1320s
[gpu0] [1890/3000] samples:  94550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5160/3585 | 0.84 games/s | ETA: 1318s
[gpu0] [1891/3000] samples:  94550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2480/3583 | 0.84 games/s | ETA: 1316s
[gpu0] [1892/3000] samples:  94600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4320/3584 | 0.84 games/s | ETA: 1315s
[gpu0] [1893/3000] samples:  94650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3620/3584 | 0.84 games/s | ETA: 1313s
[gpu0] [1894/3000] samples:  94700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3650/3584 | 0.84 games/s | ETA: 1311s
[gpu0] [1895/3000] samples:  94750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3400/3583 | 0.84 games/s | ETA: 1309s
[gpu0] [1896/3000] samples:  94800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3583 | 0.84 games/s | ETA: 1307s
[gpu0] [1897/3000] samples:  94850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4070/3584 | 0.85 games/s | ETA: 1305s
[gpu0] [1898/3000] samples:  94900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4480/3584 | 0.85 games/s | ETA: 1303s
[gpu0] [1899/3000] samples:  94950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2200/3583 | 0.85 games/s | ETA: 1301s
[gpu0] [1900/3000] samples:  95000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3560/3583 | 0.85 games/s | ETA: 1300s
[gpu0] [1901/3000] samples:  95050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4660/3584 | 0.85 games/s | ETA: 1298s
[gpu0] [1902/3000] samples:  95100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2630/3583 | 0.85 games/s | ETA: 1296s
[gpu0] [1903/3000] samples:  95150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2400/3583 | 0.85 games/s | ETA: 1294s
[gpu0] [1904/3000] samples:  95200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5180/3584 | 0.85 games/s | ETA: 1292s
[gpu0] [1905/3000] samples:  95250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2800/3583 | 0.85 games/s | ETA: 1290s
[gpu0] [1906/3000] samples:  95300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3000/3583 | 0.85 games/s | ETA: 1288s
[gpu0] [1907/3000] samples:  95350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2720/3582 | 0.85 games/s | ETA: 1287s
[gpu0] [1908/3000] samples:  95400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3180/3582 | 0.85 games/s | ETA: 1285s
[gpu0] [1909/3000] samples:  95450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2180/3581 | 0.85 games/s | ETA: 1283s
[gpu0] [1910/3000] samples:  95500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3581 | 0.85 games/s | ETA: 1281s
[gpu0] [1911/3000] samples:  95550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4440/3582 | 0.85 games/s | ETA: 1279s
[gpu0] [1912/3000] samples:  95600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3140/3582 | 0.85 games/s | ETA: 1277s
[gpu0] [1913/3000] samples:  95650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3581 | 0.85 games/s | ETA: 1276s
[gpu0] [1914/3000] samples:  95700 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 6310/3583 | 0.85 games/s | ETA: 1274s
[gpu0] [1915/3000] samples:  95750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3760/3583 | 0.85 games/s | ETA: 1272s
[gpu0] [1916/3000] samples:  95800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2600/3582 | 0.85 games/s | ETA: 1270s
[gpu0] [1917/3000] samples:  95850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3720/3582 | 0.85 games/s | ETA: 1268s
[gpu0] [1918/3000] samples:  95900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4560/3583 | 0.85 games/s | ETA: 1266s
[gpu0] [1919/3000] samples:  95950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2990/3583 | 0.85 games/s | ETA: 1265s
[gpu0] [1920/3000] samples:  96000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3990/3583 | 0.86 games/s | ETA: 1263s
[gpu0] [1921/3000] samples:  96050 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4850/3584 | 0.86 games/s | ETA: 1261s
[gpu0] [1922/3000] samples:  96100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2280/3583 | 0.86 games/s | ETA: 1259s
[gpu0] [1923/3000] samples:  96150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2520/3582 | 0.86 games/s | ETA: 1257s
[gpu0] [1924/3000] samples:  96200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3700/3582 | 0.86 games/s | ETA: 1255s
[gpu0] [1925/3000] samples:  96250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3280/3582 | 0.86 games/s | ETA: 1254s
[gpu0] [1926/3000] samples:  96300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4540/3583 | 0.86 games/s | ETA: 1252s
[gpu0] [1927/3000] samples:  96350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3020/3582 | 0.86 games/s | ETA: 1250s
[gpu0] [1928/3000] samples:  96400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4300/3583 | 0.86 games/s | ETA: 1248s
[gpu0] [1929/3000] samples:  96450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2800/3582 | 0.86 games/s | ETA: 1246s
[gpu0] [1930/3000] samples:  96500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2620/3582 | 0.86 games/s | ETA: 1245s
[gpu0] [1931/3000] samples:  96550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4470/3582 | 0.86 games/s | ETA: 1243s
[gpu0] [1932/3000] samples:  96600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3880/3582 | 0.86 games/s | ETA: 1241s
[gpu0] [1933/3000] samples:  96650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3060/3582 | 0.86 games/s | ETA: 1239s
[gpu0] [1934/3000] samples:  96700 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4830/3583 | 0.86 games/s | ETA: 1237s
[gpu0] [1935/3000] samples:  96750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2320/3582 | 0.86 games/s | ETA: 1236s
[gpu0] [1936/3000] samples:  96800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3680/3582 | 0.86 games/s | ETA: 1234s
[gpu0] [1937/3000] samples:  96850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2260/3582 | 0.86 games/s | ETA: 1232s
[gpu0] [1938/3000] samples:  96900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3581 | 0.86 games/s | ETA: 1230s
[gpu0] [1939/3000] samples:  96950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2880/3581 | 0.86 games/s | ETA: 1228s
[gpu0] [1940/3000] samples:  97000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4230/3581 | 0.86 games/s | ETA: 1227s
[gpu0] [1941/3000] samples:  97050 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 6560/3582 | 0.86 games/s | ETA: 1225s
[gpu0] [1942/3000] samples:  97100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4620/3583 | 0.87 games/s | ETA: 1223s
[gpu0] [1943/3000] samples:  97150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3540/3583 | 0.87 games/s | ETA: 1221s
[gpu0] [1944/3000] samples:  97200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3680/3583 | 0.87 games/s | ETA: 1219s
[gpu0] [1945/3000] samples:  97250 | chain(game/max/avg): 5/5/2.5 | reward(game/avg): 8860/3586 | 0.87 games/s | ETA: 1218s
[gpu0] [1946/3000] samples:  97300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3440/3586 | 0.87 games/s | ETA: 1216s
[gpu0] [1947/3000] samples:  97350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3890/3586 | 0.87 games/s | ETA: 1214s
[gpu0] [1948/3000] samples:  97400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3880/3586 | 0.87 games/s | ETA: 1212s
[gpu0] [1949/3000] samples:  97450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3340/3586 | 0.87 games/s | ETA: 1211s
[gpu0] [1950/3000] samples:  97500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2710/3585 | 0.87 games/s | ETA: 1209s
[gpu0] [1951/3000] samples:  97550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2720/3585 | 0.87 games/s | ETA: 1207s
[gpu0] [1952/3000] samples:  97600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2600/3584 | 0.87 games/s | ETA: 1205s
[gpu0] [1953/3000] samples:  97650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3584 | 0.87 games/s | ETA: 1203s
[gpu0] [1954/3000] samples:  97700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3030/3584 | 0.87 games/s | ETA: 1202s
[gpu0] [1955/3000] samples:  97750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3900/3584 | 0.87 games/s | ETA: 1200s
[gpu0] [1956/3000] samples:  97800 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5500/3585 | 0.87 games/s | ETA: 1198s
[gpu0] [1957/3000] samples:  97850 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2560/3585 | 0.87 games/s | ETA: 1196s
[gpu0] [1958/3000] samples:  97900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3080/3584 | 0.87 games/s | ETA: 1195s
[gpu0] [1959/3000] samples:  97950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3630/3584 | 0.87 games/s | ETA: 1193s
[gpu0] [1960/3000] samples:  98000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5120/3585 | 0.87 games/s | ETA: 1191s
[gpu0] [1961/3000] samples:  98050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4360/3586 | 0.87 games/s | ETA: 1189s
[gpu0] [1962/3000] samples:  98100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4690/3586 | 0.87 games/s | ETA: 1188s
[gpu0] [1963/3000] samples:  98150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3586 | 0.87 games/s | ETA: 1186s
[gpu0] [1964/3000] samples:  98200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4380/3586 | 0.87 games/s | ETA: 1184s
[gpu0] [1965/3000] samples:  98250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2840/3586 | 0.88 games/s | ETA: 1182s
[gpu0] [1966/3000] samples:  98300 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 7200/3588 | 0.88 games/s | ETA: 1181s
[gpu0] [1967/3000] samples:  98350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5020/3588 | 0.88 games/s | ETA: 1179s
[gpu0] [1968/3000] samples:  98400 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5770/3590 | 0.88 games/s | ETA: 1177s
[gpu0] [1969/3000] samples:  98450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3940/3590 | 0.88 games/s | ETA: 1176s
[gpu0] [1970/3000] samples:  98500 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4080/3590 | 0.88 games/s | ETA: 1174s
[gpu0] [1971/3000] samples:  98550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4140/3590 | 0.88 games/s | ETA: 1172s
[gpu0] [1972/3000] samples:  98600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2720/3590 | 0.88 games/s | ETA: 1170s
[gpu0] [1973/3000] samples:  98650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3720/3590 | 0.88 games/s | ETA: 1169s
[gpu0] [1974/3000] samples:  98700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3300/3590 | 0.88 games/s | ETA: 1167s
[gpu0] [1975/3000] samples:  98750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4260/3590 | 0.88 games/s | ETA: 1165s
[gpu0] [1976/3000] samples:  98800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3120/3590 | 0.88 games/s | ETA: 1163s
[gpu0] [1977/3000] samples:  98850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4210/3590 | 0.88 games/s | ETA: 1162s
[gpu0] [1978/3000] samples:  98900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3480/3590 | 0.88 games/s | ETA: 1160s
[gpu0] [1979/3000] samples:  98950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3420/3590 | 0.88 games/s | ETA: 1158s
[gpu0] [1980/3000] samples:  99000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3200/3590 | 0.88 games/s | ETA: 1157s
[gpu0] [1981/3000] samples:  99050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3080/3590 | 0.88 games/s | ETA: 1155s
[gpu0] [1982/3000] samples:  99100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 6260/3591 | 0.88 games/s | ETA: 1153s
[gpu0] [1983/3000] samples:  99150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3080/3591 | 0.88 games/s | ETA: 1151s
[gpu0] [1984/3000] samples:  99200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3520/3591 | 0.88 games/s | ETA: 1150s
[gpu0] [1985/3000] samples:  99250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4020/3591 | 0.88 games/s | ETA: 1148s
[gpu0] [1986/3000] samples:  99300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4020/3591 | 0.88 games/s | ETA: 1146s
[gpu0] [1987/3000] samples:  99350 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4660/3592 | 0.88 games/s | ETA: 1145s
[gpu0] [1988/3000] samples:  99400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2940/3591 | 0.89 games/s | ETA: 1143s
[gpu0] [1989/3000] samples:  99450 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4000/3591 | 0.89 games/s | ETA: 1141s
[gpu0] [1990/3000] samples:  99500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 4040/3592 | 0.89 games/s | ETA: 1140s
[gpu0] [1991/3000] samples:  99550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4060/3592 | 0.89 games/s | ETA: 1138s
[gpu0] [1992/3000] samples:  99600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4380/3592 | 0.89 games/s | ETA: 1136s
[gpu0] [1993/3000] samples:  99650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4430/3593 | 0.89 games/s | ETA: 1135s
[gpu0] [1994/3000] samples:  99700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2600/3592 | 0.89 games/s | ETA: 1133s
[gpu0] [1995/3000] samples:  99750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3020/3592 | 0.89 games/s | ETA: 1131s
[gpu0] [1996/3000] samples:  99800 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3592 | 0.89 games/s | ETA: 1129s
[gpu0] [1997/3000] samples:  99850 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5150/3593 | 0.89 games/s | ETA: 1128s
[gpu0] [1998/3000] samples:  99900 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2440/3592 | 0.89 games/s | ETA: 1126s
[gpu0] [1999/3000] samples:  99950 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3260/3592 | 0.89 games/s | ETA: 1124s
[gpu0] [2000/3000] samples: 100000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5140/3593 | 0.89 games/s | ETA: 1123s
[gpu0] [2001/3000] samples: 100050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3380/3593 | 0.60 games/s | ETA: 1677s
[gpu0] [2002/3000] samples: 100100 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2360/3592 | 0.60 games/s | ETA: 1675s
[gpu0] [2003/3000] samples: 100150 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2700/3591 | 0.60 games/s | ETA: 1672s
[gpu0] [2004/3000] samples: 100200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2800/3591 | 0.60 games/s | ETA: 1670s
[gpu0] [2005/3000] samples: 100250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4040/3591 | 0.60 games/s | ETA: 1668s
[gpu0] [2006/3000] samples: 100300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3660/3591 | 0.60 games/s | ETA: 1665s
[gpu0] [2007/3000] samples: 100350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2820/3591 | 0.60 games/s | ETA: 1663s
[gpu0] [2008/3000] samples: 100400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3340/3591 | 0.60 games/s | ETA: 1660s
[gpu0] [2009/3000] samples: 100450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3140/3591 | 0.60 games/s | ETA: 1658s
[gpu0] [2010/3000] samples: 100500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2360/3590 | 0.60 games/s | ETA: 1655s
[gpu0] [2011/3000] samples: 100550 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3880/3590 | 0.60 games/s | ETA: 1653s
[gpu0] [2012/3000] samples: 100600 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3900/3590 | 0.60 games/s | ETA: 1650s
[gpu0] [2013/3000] samples: 100650 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3220/3590 | 0.60 games/s | ETA: 1648s
[gpu0] [2014/3000] samples: 100700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2540/3590 | 0.60 games/s | ETA: 1646s
[gpu0] [2015/3000] samples: 100750 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2840/3589 | 0.60 games/s | ETA: 1643s
[gpu0] [2016/3000] samples: 100800 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 4540/3590 | 0.60 games/s | ETA: 1641s
[gpu0] [2017/3000] samples: 100850 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5070/3590 | 0.60 games/s | ETA: 1638s
[gpu0] [2018/3000] samples: 100900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3860/3591 | 0.60 games/s | ETA: 1636s
[gpu0] [2019/3000] samples: 100950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3360/3590 | 0.60 games/s | ETA: 1633s
[gpu0] [2020/3000] samples: 101000 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4280/3591 | 0.60 games/s | ETA: 1631s
[gpu0] [2021/3000] samples: 101050 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2580/3590 | 0.60 games/s | ETA: 1628s
[gpu0] [2022/3000] samples: 101100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5080/3591 | 0.60 games/s | ETA: 1626s
[gpu0] [2023/3000] samples: 101150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3300/3591 | 0.60 games/s | ETA: 1623s
[gpu0] [2024/3000] samples: 101200 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 2700/3590 | 0.60 games/s | ETA: 1621s
[gpu0] [2025/3000] samples: 101250 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5180/3591 | 0.60 games/s | ETA: 1618s
[gpu0] [2026/3000] samples: 101300 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2860/3591 | 0.60 games/s | ETA: 1616s
[gpu0] [2027/3000] samples: 101350 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4200/3591 | 0.60 games/s | ETA: 1613s
[gpu0] [2028/3000] samples: 101400 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3220/3591 | 0.60 games/s | ETA: 1611s
[gpu0] [2029/3000] samples: 101450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3740/3591 | 0.60 games/s | ETA: 1609s
[gpu0] [2030/3000] samples: 101500 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2740/3591 | 0.60 games/s | ETA: 1606s
[gpu0] [2031/3000] samples: 101550 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2920/3590 | 0.60 games/s | ETA: 1604s
[gpu0] [2032/3000] samples: 101600 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3640/3590 | 0.60 games/s | ETA: 1601s
[gpu0] [2033/3000] samples: 101650 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4520/3591 | 0.60 games/s | ETA: 1599s
[gpu0] [2034/3000] samples: 101700 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3400/3591 | 0.61 games/s | ETA: 1596s
[gpu0] [2035/3000] samples: 101750 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3640/3591 | 0.61 games/s | ETA: 1594s
[gpu0] [2036/3000] samples: 101800 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4240/3591 | 0.61 games/s | ETA: 1592s
[gpu0] [2037/3000] samples: 101850 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 7200/3593 | 0.61 games/s | ETA: 1589s
[gpu0] [2038/3000] samples: 101900 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 5100/3594 | 0.61 games/s | ETA: 1587s
[gpu0] [2039/3000] samples: 101950 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 5220/3594 | 0.61 games/s | ETA: 1584s
[gpu0] [2040/3000] samples: 102000 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3760/3594 | 0.61 games/s | ETA: 1582s
[gpu0] [2041/3000] samples: 102050 | chain(game/max/avg): 4/5/2.5 | reward(game/avg): 5360/3595 | 0.61 games/s | ETA: 1579s
[gpu0] [2042/3000] samples: 102100 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3350/3595 | 0.61 games/s | ETA: 1577s
[gpu0] [2043/3000] samples: 102150 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3440/3595 | 0.61 games/s | ETA: 1575s
[gpu0] [2044/3000] samples: 102200 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2980/3595 | 0.61 games/s | ETA: 1572s
[gpu0] [2045/3000] samples: 102250 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 1880/3594 | 0.61 games/s | ETA: 1570s
[gpu0] [2046/3000] samples: 102300 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 3660/3594 | 0.61 games/s | ETA: 1567s
[gpu0] [2047/3000] samples: 102350 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2820/3594 | 0.61 games/s | ETA: 1565s
[gpu0] [2048/3000] samples: 102400 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 2840/3593 | 0.61 games/s | ETA: 1563s
[gpu0] [2049/3000] samples: 102450 | chain(game/max/avg): 2/5/2.5 | reward(game/avg): 3260/3593 | 0.61 games/s | ETA: 1560s
[gpu0] [2050/3000] samples: 102500 | chain(game/max/avg): 3/5/2.5 | reward(game/avg): 4630/3594 | 0.61 games/s | ETA: 1558s
